f (N),th1 (rad),w1 (rad/s),th2 (rad),w2 (rad/s),x (m),vx (m/s)
-4.5920259402576775,4.791037767775327,-1.0852428624714923,1.891996042956377,1.6566971068117513,0.0,0.0
-4.5920259402576775,4.780185339150612,-0.9907393505817679,1.9085630140244945,1.4728813784896764,0.0,0.05275767274175171
-4.5920259402576775,4.770277945644795,-0.8954847527920271,1.9232918278093911,1.29153064808777,0.000527576727417517,0.10305553699301989
-4.5920259402576775,4.761323098116875,-0.7996596464375602,1.936207134290269,1.1126450001065291,0.001558132097347716,0.15093933296627327
-4.5920259402576775,4.753326501652499,-0.7033971407545572,1.9473335842913342,0.9361165834946226,0.0030675254270104485,0.19653591853348015
-4.5920259402576775,4.746292530244953,-0.6067926626010001,1.9566947501262804,0.7617545792260214,0.0050328846123452505,0.24003518290054995
-4.5920259402576775,4.740224603618943,-0.5099124971305802,1.9643122959185406,0.5893059853282177,0.00743323644135075,0.2816749740174574
-4.5920259402576775,4.735125478647637,-0.4128009699632752,1.9702053557718229,0.41847235692467544,0.010249986181525325,0.3217288757896531
-4.5920259402576775,4.730997468948004,-0.31548634091058103,1.9743900793410696,0.2489229660220284,0.013467274939421856,0.3604964761673571
-4.5920259402576775,4.727842605538899,-0.21798558205860707,1.97687930900129,0.08030499557851001,0.017072239701095428,0.39829568397550713
-4.5920259402576775,4.725662749718313,-0.12030826296909287,1.9776823589570751,-0.08774857435225444,0.021055196540850498,0.43545663489755765
-4.5920259402576775,4.724459667088622,-0.02245978472941479,1.9768048732135526,-0.25561274216093216,0.025409762889826076,0.47231674223251946
-4.5920259402576775,4.7242350692413275,0.07555579204541442,1.9742487457919433,-0.4236653074565975,0.030132930312151272,0.5092164740424712
-4.5920259402576775,4.724990627161782,0.17373308241678104,1.9700120927173774,-0.5922821573385091,0.03522509505257598,0.5464954617392975
-4.5920259402576775,4.72672795798595,0.27206263481800874,1.9640892711439923,-0.761832450224607,0.04069004966996896,0.5844885586425969
-4.5920259402576775,4.72944858433413,0.370527869986545,1.9564709466417463,-0.9326731310853578,0.04653493525639493,0.6235214673579771
