f (N),th1 (rad),w1 (rad/s),th2 (rad),w2 (rad/s),x (m),vx (m/s)
-1.9624151823388019,4.289320459658279,0.7718514738186903,4.7994280472152635,0.5482532964045017,0.0,0.0
-1.9624151823388019,4.297038974396465,0.8620920616207297,4.804910580179309,0.727183501822365,0.0,0.0344807440331573
-1.9624151823388019,4.305659895012672,0.9523868386180753,4.812182415197532,0.9053172853008163,0.000344807440331573,0.0690872400361639
-1.9624151823388019,4.315183763398853,1.0427876648815984,4.82123558805054,1.0823908001450024,0.001035679840693212,0.10368939442023356
-1.9624151823388019,4.3256116400476685,1.1333415205858564,4.832059496051991,1.2581424222101467,0.0020725737848955473,0.1381620981410584
-1.9624151823388019,4.336945055253527,1.2240905334575194,4.8446409202740925,1.4323125984956238,0.0034541947663061312,0.17238522155026983
-1.9624151823388019,4.349185960588103,1.3150720007340602,4.858964046259048,1.6046437786368175,0.00517804698180883,0.2062436508549855
-1.9624151823388019,4.362336680595443,1.4063183765267435,4.875010484045417,1.7748804553025592,0.007240483490358685,0.23962739720768902
-1.9624151823388019,4.37639986436071,1.497857202810741,4.892759288598442,1.9427693328829776,0.009636757462435575,0.272431801178141
-1.9624151823388019,4.391378436388818,1.5897109704861454,4.912186981927272,2.1080596365227033,0.012361075474216984,0.3045578461408702
-1.9624151823388019,4.407275546093679,1.6818969055752278,4.933267578292499,2.2705035657294186,0.015406653935625687,0.3359125843412677
-1.9624151823388019,4.424094515149431,1.7744266841538352,4.955972613949793,2.4298568887088012,0.018765779779038365,0.366409669496544
-1.9624151823388019,4.4418387819909695,1.8673060875855136,4.980271182836881,2.5858796655193386,0.022429876474003806,0.3959699801774391
-1.9624151823388019,4.460511842866825,1.9605346165969808,5.006129979492075,2.7383370804130083,0.026389576275778197,0.42452230934220353
-1.9624151823388019,4.480117189032795,2.0541050883178498,5.033513350296205,2.8870003566638545,0.03063479936920023,0.4520040876872093
-1.9624151823388019,4.500658239915973,2.1480032442960444,5.0623833538628435,3.031647721128203,0.03515484024607232,0.47836210234032495
-1.9624151823388019,4.522138272358934,2.242207399479248,5.092699831074126,3.17206538105584,0.039938461269475575,0.5035531682009597
-1.9624151823388019,4.544560346353726,2.3366881621222437,5.124420484884684,3.308048472568144,0.04497399295148517,0.5275447071899757
-1.9624151823388019,4.567927227974948,2.4314082525665737,5.157500969610366,3.4394019389549526,0.05024944002338493,0.5503151909722626
-1.9624151823388019,4.592241310500614,2.5263224449984003,5.191894988999915,3.56594129764028,0.05575259193310756,0.5718544053867981
-1.9624151823388019,4.617504534950598,2.6213776509008917,5.2275544019763185,3.6874932573375094,0.06147113598697554,0.5921634997575616
-1.9624151823388019,4.643718311459607,2.71651315636064,5.2644293345496935,3.803896151444347,0.06739277098455115,0.6112547912196388
-1.9624151823388019,4.670883443023214,2.811661018120503,5.302468296064137,3.9150001598839754,0.07350531889674754,0.6291513028080441
-1.9624151823388019,4.6990000532044185,2.9067466157896606,5.3416182976629765,4.020667299045113,0.07979683192482798,0.6458860238499394
-1.9624151823388019,4.728067519362315,3.0016893504201234,5.381824970653428,4.1207711677976055,0.08625569216332737,0.6615008916336627
-1.9624151823388019,4.758084412866516,3.096403473191035,5.423032682331404,4.215196446309585,0.092870701079664,0.6760455038319937
-1.9624151823388019,4.789048447598427,3.1907990225858183,5.4651846467945,4.303838153116116,0.09963115611798394,0.6895755811786057
-1.9624151823388019,4.820956437824285,3.2847828444787157,5.508223028325661,4.38660067417918,0.10652691192977,0.7021512089361622
-1.9624151823388019,4.853804266269072,3.378259667126108,5.5520890350674525,4.463396585204624,0.11354842401913162,0.7138348933400535
-1.9624151823388019,4.887586862940333,3.471133202224395,5.596723000919499,4.534145295020217,0.12068677295253216,0.7246894751524183
-1.9624151823388019,4.922298194962577,3.5633072438796,5.642064453869701,4.598771543270336,0.12793366770405634,0.7347759465393281
-1.9624151823388019,4.957931267401373,3.6546867393715567,5.688052169302405,4.657203790076847,0.13528142716944963,0.7441512196366287
-1.9624151823388019,4.994478134795089,3.7451788087574354,5.734624207203173,4.709372538805455,0.14272293936581593,0.7528658954591293
-1.9624151823388019,5.0319299228826635,3.8346936943766954,5.781717932591228,4.755208635924308,0.15025159832040721,0.7609620803946926
-1.9624151823388019,5.07027685982643,3.9231456259134467,5.829270018950471,4.794641594495471,0.15786121912435414,0.7684712946484425
-1.9624151823388019,5.109508316085565,4.010453591580152,5.877216434895425,4.827597990509175,0.16554593207083856,0.7754125129577683
-1.9624151823388019,5.149612852001367,4.096542010984724,5.925492414800517,4.85399998449495,0.17330005720041625,0.7817903730163537
-1.9624151823388019,5.190578272111214,4.181341310163076,5.974032414645467,4.873764025061035,0.18111796093057977,0.7875935816739347
-1.9624151823388019,5.2323916852128445,4.2647884040000905,6.022770054896077,4.88679979662542,0.18899389674731912,0.7927935434734791
-1.9624151823388019,5.275039569252845,4.346827095796682,6.0716380528623315,4.89300948093271,0.19692183218205392,0.7973432308049883
-1.9624151823388019,5.318507840210812,4.427408408118009,6.1205681476716585,4.892287411197147,0.2048952644901038,0.8011763102494912
-1.9624151823388019,5.362781924291992,4.506490863400174,6.16949102178363,4.884520208877545,0.21290702759259872,0.8042065359111711
-1.9624151823388019,5.407846832925994,4.584040737288779,6.218336223872405,4.869587505900368,0.22094909295171042,0.8063274180410328
-1.9624151823388019,5.453687240298882,4.66003231257383,6.267032098931408,4.847363368939942,0.22901236713212075,0.8074121743843516
-1.9624151823388019,5.50028756342462,4.734448167141726,6.3155057326208075,4.817718555949519,0.23708648887596426,0.807313972750012
-1.9624151823388019,5.547632045096037,4.807279535845879,6.363682918180302,4.780523746633313,0.24515962860346438,0.8058664765467927
-1.9624151823388019,5.595704840454496,4.878526793787496,6.411488155646635,4.735653895214395,0.2532182933689323,0.8028847105617913
-1.9624151823388019,5.644490108392371,4.948200117210814,6.458844694598779,4.682993851928482,0.2612471404745502,0.7981662719164742
-1.9624151823388019,5.693972109564479,5.016320387755381,6.505674633118065,4.622445384311694,0.26922880319371495,0.7914929203573139
-1.9624151823388019,5.744135313442032,5.082920415378163,6.551899086961182,4.553935694700314,0.27714373239728807,0.7826325916297066
-1.9624151823388019,5.7949645175958135,5.148046563347669,6.597438443908185,4.477427469934042,0.28497005831358513,0.7713418856011781
-1.9624151823388019,5.84644498322929,5.211760862862936,6.642212718607525,4.392930406708179,0.2926834771695969,0.7573690839356049
-1.9624151823388019,5.898562591857919,5.2741437015022985,6.686142022674607,4.30051402648809,0.30025716800895297,0.7404577462072917
-1.9624151823388019,5.951304028872942,5.335297154233655,6.729147162939488,4.20032142593453,0.30766174547102587,0.7203509131048013
-1.9624151823388019,6.004657000415278,5.395348992821777,6.7711503771988335,4.092583406827193,0.3148652546020739,0.6967959050868933
-1.9624151823388019,6.058610490343496,5.454457354123258,6.812076211267105,3.9776322064624807,0.3218332136529428,0.6695496394938617
-1.9624151823388019,6.1131550638847285,5.5128159668218455,6.85185253333173,3.8559138289769486,0.3285287100478814,0.6383842961588487
-1.9624151823388019,6.168283223552947,5.570659730572811,6.890411671621499,3.7279977946081364,0.3349125530094699,0.6030930432746692
-1.9624151823388019,6.223989820858675,5.628270318725811,6.92769164956758,3.5945830208296887,0.34094348344221664,0.5634954010432797
-1.9624151823388019,6.280272524045933,5.685981351431582,6.963637479775877,3.4564985723321207,0.34657843745264943,0.5194416884469917
-1.9624151823388019,6.337132337560249,5.7441825837723295,6.998202465499198,3.3146982040237942,0.35177285433711936,0.4708158943773566
-1.9624151823388019,6.394574163397972,5.803322502396083,7.031349447539436,3.170247990357814,0.35648101328089293,0.41753626895235596
-1.9624151823388019,6.452607388421933,5.863908751410138,7.063051927443015,3.0243068710433176,0.3606563759704165,0.3595529726607793
-1.9624151823388019,6.5112464759360345,5.926505931294614,7.093294996153448,2.878100594910314,0.3642519056970243,0.2968422677513349
-1.9624151823388019,6.570511535248981,5.991730532070488,7.122076002102551,2.7328902228639484,0.36722032837453766,0.22939698702410502
-1.9624151823388019,6.630428840569686,6.060243049555947,7.14940490433119,2.589936950259664,0.3695142982447787,0.15721334613541
-1.9624151823388019,6.6910312710652455,6.132737646173148,7.175304273833786,2.4504654257823812,0.3710864317061328,0.08027453285539243
-1.9624151823388019,6.752358647526977,6.209929999243107,7.199808928091611,2.315627905460051,0.3718891770346867,-0.0014681440314026212
-1.9624151823388019,6.814457947519408,6.292544177070401,7.222965207146212,2.1864714632580835,0.3718744955943727,-0.08811548386165312
-1.9624151823388019,6.877383389290112,6.38129946054423,7.244829921778792,2.063910113754217,0.3709933407557562,-0.1798407647650065
-1.9624151823388019,6.941196383895554,6.476897975230954,7.265469022916334,1.9487031599521896,0.36919493310810614,-0.2769089631863846
