th1 (rad),w1 (rad/s),th2 (rad),w2 (rad/s)
6.064196143359742,0.20635983540640152,4.433330922855926,0.6291756239425619
6.0662597417138056,0.22855447750293392,4.4396226790953515,0.7251420073474204
6.068545286488835,0.24970295132014653,4.446874099168825,0.8212207736441507
6.071042316002036,0.2696549830635656,4.455086306905267,0.9174239386064056
6.073738865832672,0.2882599682476167,4.464260546291331,1.0137640744498495
6.076621465515148,0.3053669916078245,4.474398187035829,1.1102545879139207
6.079675135431226,0.32082485688437756,4.485500732914969,1.2069100646296669
6.08288338400007,0.3344821249482726,4.497569833561266,1.303746687595349
6.086228205249553,0.3461871578450964,4.510607300437219,1.4007827375900386
6.089690076828004,0.3557881653308067,4.52461512781312,1.4980391833712672
6.093247958481312,0.36313324937392794,4.5395955196468325,1.5955403695329984
6.0968792909750515,0.3680704409089435,4.555550923342162,1.693314809953557
6.100559995384141,0.370447721861627,4.572484071441697,1.7913960948494874
6.1042644726027575,0.3701130241514513,4.590398032390192,1.88982391958011
6.107965602844272,0.36691419604206216,4.609296271585993,1.988645243525439
6.111634744804693,0.3606989249049087,4.6291827240212475,2.0879155875867075
6.115241734053742,0.35131460424937777,4.650061879897114,2.1877004791199957
6.118754880096236,0.3386081318479621,4.6719388846883145,2.288077053371221
6.122140961414716,0.3224256250784049,4.694819655222027,2.3891358206570468
6.1253652176655,0.3026120394037677,4.718711013428597,2.4909826084890754
6.128391338059538,0.2790106764858346,4.743620839513487,2.5937406873255764
6.131181444824397,0.25146257016962076,4.769558246386743,2.697553087258174
6.133696070526093,0.21980574206263168,4.796533777259325,2.802585110064234
6.135894127946719,0.18387432451261845,4.8245596283599665,2.9090270356792636
6.1377328711918455,0.1434975587268201,4.85364989871676,3.0170970127139167
6.139167846779114,0.09849869146390682,4.883820868843899,3.127044106762032
6.140152833693753,0.04869381800031627,4.915091309911519,3.239151454246116
6.140639771873756,-0.00610924381729,4.947482824453981,3.3537394278111075
6.140578679435583,-0.06611190726904803,4.981020218732092,3.471168653252231
6.139917560362893,-0.1315253718239794,5.015731905264614,3.5918426146534532
6.1386023066446525,-0.20257042466625447,5.051650331411149,3.716209424157596
6.13657660239799,-0.27947594045966545,5.0888124256527245,3.844762086023127
6.133781842993393,-0.3624752412368251,5.127260046512956,3.9780362073367668
6.130157090581025,-0.4517990457669026,5.167040408586324,4.116603535502733
6.125639100123356,-0.547663097596029,5.208206443941351,4.261058843601878
6.120162469147396,-0.6502476260402344,5.25081703237737,4.411996414121614
6.113659992886994,-0.7596644586765453,5.294936996518586,4.569970534194726
6.1060633483002285,-0.8759057646004245,5.340636701860533,4.735431853458601
6.0973042906542245,-0.9987660350736381,5.387991020395119,4.90862809988048
6.087316630303488,-1.1277262196326585,5.4370773013939235,5.0894537539279225
6.076039368107161,-1.2617867789866262,5.487971838933203,5.277229948360066
6.063421500317295,-1.3992370091027522,5.5407441384168035,5.470396058419743
6.049429130226268,-1.5373561104141094,5.5954480990010005,5.666104669748173
6.034055569122127,-1.672065708713264,5.652109145698482,5.859743664229722
6.017334912034994,-1.797605616247496,5.710706582340779,6.044479375489406
5.9993588558725195,-1.906391527831536,5.771151376095673,6.211033250716925
5.980294940594204,-1.9893139167533926,5.833261708602842,6.3480429908457445
5.96040180142667,-2.036765361828864,5.8967421385113,6.443400024728371
5.940034147808381,-2.040484378707474,5.961176138758583,6.486686425491272
5.919629304021306,-1.995791094987035,6.026043003013496,6.472137296222212
5.899671393071436,-1.9032221305519494,6.090764375975718,6.4007844508362135
5.8806391717659166,-1.7685701434187167,6.15477222048408,6.280444778118968
5.862953470331729,-1.6012007031227309,6.21757666826527,6.123407341506999
5.846941463300502,-1.4115778439966857,6.27881074168034,5.943105730740112
5.832825684860535,-1.2091924707145716,6.338241798987742,5.751390885191545
5.82073376015339,-1.001495165291517,6.395755707839657,5.55718922613608
5.810718808500474,-0.7937320169553603,6.451327600101018,5.3663750494786235
5.802781488330921,-0.5892819365278583,6.504991350595804,5.182294988517823
5.796888668965642,-0.3901451683288727,6.5568143004809825,5.006468531663904
5.792987217282353,-0.1973925882531328,6.606878985797621,4.839213832974164
5.791013291399822,-0.011510765346039536,6.6552711241273625,4.6801193624715545
5.790898183746362,0.16735799961211434,6.702072317752078,4.528367082238746
5.792571763742482,0.3392590196377996,6.747355988574466,4.382940746136401
5.79596435393886,0.504327864694831,6.7911853960358295,4.242754280295551
5.801007632585808,0.6627326748595133,6.833612938838785,4.106727888717482
5.807634959334403,0.8146420347377781,6.87468021772596,3.9738313143204236
5.8157813796817805,0.9602088960485368,6.914418530869164,3.8431070671684426
5.825383468642266,1.0995643573823601,6.952849601540849,3.713681738828875
5.83637911221609,1.2328173510288711,6.989986418929138,3.5847704030012135
5.848707285726379,1.3600577419456243,7.02583412295915,3.4556771053278705
5.862307863145835,1.4813612685792976,7.0603908940124285,3.325793196324362
5.877121475831628,1.5967953357931735,7.093648825975672,3.194594494354769
5.89308942918956,1.7064250329065127,7.12559477091922,3.0616378030764126
5.910153679518626,1.810318977005961,7.156211148949984,2.9265570356783246
5.928256869288685,1.908554725495155,7.1854767193067675,2.789059044518993
5.947342416543636,2.0012235950000803,7.213367309751957,2.6489191743372626
5.967354652493637,2.088434786425394,7.23985650149533,2.5059765218485364
5.988239000357891,2.1703187604174023,7.264916266713816,2.3601288764879214
6.009942187962065,2.2470298409978597,7.288517555478695,2.2113273250230856
6.032412486372044,2.3187480518240764,7.310630828728925,2.0595705194379486
6.055599966890284,2.3856802115893148,7.331226533923305,1.9048986281088933
6.079456769006177,2.448060333487302,7.350275520204393,1.7473870117153356
6.103937372341051,2.5061493886878776,7.3677493903215465,1.587139685516349
6.1289988662279296,2.5602345052493027,7.38362078717671,1.424282647372417
6.154601211280423,2.6106276814335514,7.3978636136504345,1.25895716564425
6.180707488094758,2.6576640954682387,7.410453185306877,1.091313132895793
6.207284129049441,2.7017000917929814,7.421366316635835,0.921502600777529
6.2343011299673705,2.743110916009776,7.4305813426436105,0.7496736197846363
6.261732239127468,2.7822882562200384,7.438078078841457,0.5759645166632726
6.289555121689669,2.8196376259688205,7.443837724008089,0.40049875476192937
6.317751497949358,2.855575591937211,7.447842711555708,0.22338054225297035
6.34630725386873,2.890526805390925,7.450076516978238,0.04469138477937698
6.37521252192264,2.924920736685375,7.450523430826032,-0.13551217078498667
6.404461729289493,2.9591879318105034,7.449168309118182,-0.31719927754583893
6.434053608607599,2.993755501985397,7.445996316342724,-0.500363575264037
6.463991163627453,3.0290414121234472,7.4409926805900835,-0.6850194144878698
6.494281577748687,3.065446939193704,7.434142486445205,-0.8711946705177281
6.524936047140624,3.103346412181176,7.425430539740027,-1.0589189674632675
6.555969511262436,3.1430730058715164,7.4148413500653945,-1.248205686037638
6.587400241321151,3.184898929906697,7.402359293205018,-1.4390255522287378
6.619249230620218,3.2290078377816003,7.387969037682731,-1.631268905483786
6.651539308998034,3.2754567241928756,7.3716563486278925,-1.8246929901966067
6.684293876239963,3.3241241181581875,7.353409418725927,-2.0188499920324534
6.717535117421544,3.374641318133773,7.333220918805602,-2.212991476838859
6.751281530602882,3.4263043530601793,7.3110910040372135,-2.4059462211928744
6.785544574133484,3.47796733442535,7.287031541825285,-2.5959726072521456
6.820324247477737,3.527924458445915,7.261071815752763,-2.7805959770236064
6.855603492062197,3.573799945466379,7.233265855982527,-2.956458131855585
6.891341491516861,3.612483541189664,7.203701274663971,-3.1192317117342214
6.927466326928758,3.640170927491607,7.172508957546629,-3.263682344378548
6.963868036203674,3.6525823615562802,7.139872134102844,-3.3839805477912583
