th1 (rad),w1 (rad/s),th2 (rad),w2 (rad/s)
5.134714493439849,1.9542620395407877,5.450149665818664,2.792055108873791
5.154257113835256,2.086793879116155,5.478070216907402,2.7267317815176417
5.175125052626417,2.2202711098983325,5.505337534722578,2.656984732379489
5.197327763725401,2.354501295462543,5.531907382046373,2.5827938705878117
5.220872776680026,2.489286233393227,5.557735320752251,2.504171258622571
5.245765639013959,2.624417400953858,5.582777033338476,2.421173939050284
5.272009813023497,2.7596703880078537,5.606988772728979,2.3339182678567916
5.299606516903576,2.89479807030577,5.630327955407547,2.242595970532031
5.328554497606634,3.0295222563618784,5.652753915112868,2.1474921344073556
5.3588497201702525,3.1635235552977203,5.674228836456941,2.0490052968248667
5.390484955723229,3.2964292803008366,5.69471888942519,1.9476696559329647
5.4234492485262376,3.427799349261406,5.71419558598452,1.8441791810806931
5.457727242018851,3.557110404516142,5.732637377795327,1.7394129848223565
5.493298346064013,3.6837387852369936,5.75003150764355,1.6344606857811714
5.530135733916383,3.8069435814588783,5.766376114501362,1.5306455979187668
5.568205169730972,3.9258517869410294,5.78168257048055,1.4295424212979293
5.607463687600383,4.039448503376809,5.795977994693529,1.3329847592148478
5.647858172634151,4.14657608875295,5.809307842285677,1.2430564676691265
5.68932393352168,4.245946807111335,5.8217384069623686,1.162059980840176
5.731783401592794,4.336173492223654,5.83335900677077,1.0924549974885869
5.775145136515031,4.415821459526215,5.844283556745657,1.0367630318505567
5.8193033511102925,4.483481961691033,5.854651187064162,0.9974379496001288
5.864138170727203,4.537862873156191,5.864625566560163,0.9767097197279759
5.909516799458765,4.577886761685416,5.874392663757443,0.976417075111662
5.955295667075619,4.602781702319225,5.88415683450856,0.9978521287446557
6.001323484098812,4.612148248853873,5.894135355796006,1.0416430380664954
6.04744496658735,4.605988563554701,5.904551786176671,1.107697034119295
6.093504852222897,4.584690879088423,5.915628756517864,1.1952153813606765
6.139351761013781,4.548972207552583,5.927580910331471,1.3027770484887697
6.184841483089307,4.4997911550603,5.940608680816359,1.428474037160911
6.22983939463991,4.438247795081641,5.954893421187968,1.5700730415868163
6.274221872590727,4.365487559224041,5.970594151603836,1.725177392282835
6.317876748182967,4.2826219461001935,5.987845925526664,1.8913688641579798
6.360702967643969,4.190672764436253,6.006759614168244,2.0663176876134535
6.402609695288332,4.090540870275032,6.027422791044379,2.2478576525371787
6.443515103991082,3.9829963135772855,6.049901367569751,2.4340294117522876
6.483345067126855,3.8686848166702705,6.074241661687274,2.6230983614917385
6.5220319152935575,3.7481451897168787,6.100472645302191,2.81355426671126
6.559513367190727,3.6218330031512007,6.128608187969304,3.004099007206386
6.595731697222239,3.4901469939991503,6.158649178041368,3.1936273032358735
6.63063316716223,3.3534558815566906,6.190585451073726,3.381203638143676
6.664167725977797,3.212124299661052,6.224397487455163,3.566037157744697
6.696288968974407,3.0665373462873267,6.26005785903261,3.7474552166114963
6.72695434243728,2.917123808986835,6.297532411198725,3.9248754689026017
6.756125580527149,2.7643784748854356,6.336781165887751,4.097775929187694
6.783769365276004,2.6088840996049103,6.377758925179628,4.265662219918125
6.809858206272053,2.451333591357431,6.420415547378809,4.428031266528347
6.834371542185627,2.2925527347914607,6.464695860044093,4.584331029543833
6.857297069533542,2.133523271931412,6.5105391703395314,4.733916552635397
6.878632302252855,1.9754052882788133,6.557878335865885,4.876003772115214
6.898386355135643,1.819556535173112,6.606638373587037,5.009624300271223
6.916581920487374,1.6675445264442408,6.656734616589749,5.1335868194408425
6.933257365751817,1.5211451090669268,6.708070484784158,5.246453660178792
6.948468816842486,1.3823191620141775,6.760535021385945,5.346544033923394
6.962292008462628,1.2531580201794374,6.814000461725179,5.4319770789755495
6.974823588664422,1.1357895278624128,6.868320232514934,5.500766521103317
6.986181483943046,1.0322418335846282,6.923327897725967,5.550972254876306
6.996503902278892,0.9442719599700433,6.97883762027473,5.580901337598838
7.005946621878593,0.8731795927098481,7.034646633650718,5.589333265555266
7.014678417805691,0.8196391871665665,7.090539966306271,5.575727518890143
7.022874809677357,0.7835888697026696,7.146297241495173,5.540363849180323
7.030710698374384,0.7642071935486979,7.201700879986976,5.484375000961856
7.038352770309871,0.759988484562437,7.256544629996595,5.409657700385619
7.045952655155495,0.768901471300624,7.310641207000452,5.318681326608732
7.053641669868501,0.7885952721969223,7.363828020266539,5.2142400526165
7.06152762259047,0.8166098980845752,7.415970420792704,5.099202632822097
7.069693721571316,0.8505558853308857,7.466962447120926,4.97630379578933
7.0781992804246245,0.8882434323945558,7.516725485078819,4.848000546660185
7.08708171474857,0.9277575636017754,7.565205490545421,4.716395983696962
7.096359290384588,0.9674870953404012,7.61236945038239,4.583219245625165
7.106034161337992,1.0061201907500834,7.658201642838642,4.449844433341385
7.116095363245493,1.0426194475256378,7.7027000871720555,4.317331774765661
7.126521557720749,1.0761870114987826,7.745873404919712,4.186477905796926
7.137283427835737,1.1062269999816237,7.787738183977682,4.0578665097426185
7.148345697835553,1.1323096259740901,7.828316849075108,3.9319143505517062
7.159668794095293,1.1541392474576417,7.867635992580625,3.8089104845423036
7.17121018656987,1.1715271421253686,7.905725097426048,3.689048174039121
7.182925457991124,1.1843689773050832,7.942615579166439,3.572449985424335
7.194769147764175,1.1926265254668367,7.978340079020683,3.4591869897301017
7.206695413018844,1.1963130127466073,8.012931948917984,3.349293105089679
7.21865854314631,1.1954814695799232,8.046424879968882,3.2427755733713566
7.230613357842109,1.190215506196043,8.078852635702596,3.139622440238825
7.2425155129040695,1.180622018028751,8.110248860104985,3.039807761652937
7.254321733084357,1.1668254132976834,8.140646937721515,2.943295117964212
