th1 (rad),w1 (rad/s),th2 (rad),w2 (rad/s),a1 (rad/s^2),a2 (rad/s^2)
0.4808747185922708,-2.054849708543892,-0.04119328949124271,-8.032237102646336,-34.76792835404941,32.64566840246533
0.4603262215068319,-2.402528992084386,-0.12151566051770607,-7.705780418621683,-34.54809896128004,33.223359155714824
0.43630093158598804,-2.7480099816971864,-0.1985734647039229,-7.373546827064534,-33.801160916770954,33.6267834674441
0.4088208317690162,-3.086021590864896,-0.27230893297456826,-7.037278992390093,-32.711511521251005,34.04478482290754
0.3779606158603672,-3.413136706077406,-0.3426817228984692,-6.696831144161018,-31.402939553120515,34.575669775581936
0.34382924879959315,-3.7271661016086113,-0.4096500343400794,-6.351074446405199,-29.95884481527617,35.257070229608544
0.30655758778350706,-4.026754549761373,-0.4731607788041314,-5.998503744109113,-28.438132227706223,36.08881991263362
0.2662900422858933,-4.311135872038435,-0.5331458162452225,-5.637615544982777,-26.885955838913915,37.04870104257222
0.22317868356550896,-4.579995430427575,-0.5895219716950503,-5.267128534557055,-25.340245112614735,38.10278530740237
0.17737872926123321,-4.833397881553722,-0.6421932570406208,-4.886100681483032,-23.835197835487772,39.212088355471224
0.129044750445696,-5.0717498599086,-0.6910542638554511,-4.493979797928319,-22.40270421441016,40.3367505731602
0.07832725184660999,-5.295776902052702,-0.7359940618347343,-4.090612292196718,-21.072372038571284,41.43844491985693
0.02536948282608297,-5.5065006224384145,-0.7769001847567014,-3.6762278429981485,-19.870562870591773,42.48131446352283
-0.029695523398301178,-5.705206251144332,-0.8136624631866829,-3.2514146983629204,-18.81862979034566,43.43144802923885
-0.0867475859097445,-5.893392549047789,-0.8461766101703121,-2.817100218070532,-17.93034625064369,44.254670287235534
-0.1456815114002224,-6.072696011554226,-0.8743476123510174,-2.3745535151981763,-17.208312692619625,44.91221516327776
-0.20640847151576466,-6.244779138480422,-0.8980931475029992,-1.9254313635653988,-16.638920673670288,45.35365781965196
-0.2688562629005689,-6.411168345217125,-0.9173474611386532,-1.471894785368879,-16.185286086536482,45.50635491893711
-0.3329679463527402,-6.5730212060824895,-0.9320664089923419,-1.016831236179508,-15.777578584044726,45.260788404090555
-0.3986981584135651,-6.7307969919229365,-0.942234721354137,-0.5642233521386024,-15.300733032394556,44.45213591585712
-0.4660061283327945,-6.883804322246882,-0.947876954875523,-0.1197019929800312,-14.581366643337628,42.841145930996035
-0.5348441715552633,-7.0296179886802586,-0.9490739748053233,0.3087094663299292,-13.380006814540522,40.10361245303314
-0.6051403514420659,-7.163418056825663,-0.945986880142024,0.7097455908602606,-11.402359772619837,35.84862534737022
-0.6767745320103226,-7.277441654551862,-0.9388894242334215,1.0682318443339627,-8.352078292315602,29.697946694893293
-0.7495489485558412,-7.360962437475018,-0.9282071057900818,1.3652113112828956,-4.045968386929218,21.45588422174083
-0.8231585729305914,-7.40142212134431,-0.9145549926772528,1.579770153500304,1.4219955923373218,11.348216852241084
-0.8971727941440345,-7.387202165420937,-0.8987572911422498,1.6932523220227147,7.558653894209572,0.1968502395273437
-0.9710448157982439,-7.311615626478841,-0.8818247679220226,1.695220824417988,13.53778088870728,-10.682665977879704
-1.0441609720630323,-7.176237817591768,-0.8648725596778427,1.588394164639191,18.503831099386588,-19.932985547382344
-1.1159233502389498,-6.991199506597902,-0.8489886180314508,1.3890643091653676,21.9305463860953,-26.69039480896283
-1.1858353453049288,-6.77189404273695,-0.8350979749397971,1.1221603610757394,23.766696777570896,-30.810977150233146
-1.2535542857322983,-6.53422707496124,-0.8238763713290397,0.8140505895734078,24.311182271482558,-32.6964697428151
-1.3188965564819108,-6.291115252246414,-0.8157358654333056,0.4870858921452568,23.98582449318554,-32.96088745461059
-1.381807709004375,-6.051257007314559,-0.810865006511853,0.1574770175991509,23.170536979430604,-32.18078920836392
-1.4423202790775207,-5.819551637520253,-0.8092902363358615,-0.1643308744844883,22.140346379463146,-30.792686350223544
-1.5005157954527233,-5.598148173725622,-0.8109335450807064,-0.47225773798672377,21.067681903674842,-29.088154491989545
-1.5564972771899794,-5.3874713546888735,-0.8156561224605736,-0.7631392829066193,20.04816174981443,-27.246567689803022
-1.610371990736868,-5.186989737190729,-0.8232875152896398,-1.0356049598046495,19.127245207171665,-25.371673367760298
-1.6622418881087755,-4.995717285119013,-0.8336435648876863,-1.2893216934822525,18.32038279005699,-23.520210295137954
-1.7121990609599655,-4.812513457218443,-0.8465367818225088,-1.524523796433632,17.62631485613417,-21.721272541325074
-1.76032419553215,-4.636250308657101,-0.8617820197868451,-1.7417365218468828,17.035218854127734,-19.98843672679034
-1.806686698618721,-4.465898120115824,-0.8791993850053139,-1.9416208891147861,16.533469601873865,-18.326996526892916
-1.8513456798198793,-4.300563424097086,-0.8986155938964617,-2.1248908543837155,16.1063202646941,-16.738118029641296
-1.8943513140608501,-4.139500221450144,-0.9198645024402989,-2.2922720346801286,15.739356044590666,-15.221134539387364
-1.9357463162753517,-3.982106661004238,-0.9427872227871003,-2.4444833800740025,15.419241077072694,-13.774747338242726
-1.9755673828853941,-3.827914250233511,-0.9672320565878403,-2.5822308534564296,15.134065149131274,-12.39759841551067
-2.0138465253877293,-3.6765735987421984,-0.9930543651224046,-2.7062068376115365,14.873466847103712,-11.088493271018356
-2.0506122613751514,-3.5278389302711615,-1.02011643349852,-2.81709177032172,14.628633353005625,-9.846437843592227
-2.085890650677863,-3.381552596741105,-1.0482873512017372,-2.9155561487576427,14.392233194747174,-8.670585309516337
-2.1197061766452743,-3.2376302647936335,-1.0774429126893137,-3.002262001852806,14.158313433283244,-7.560147758505404
-2.1520824792932105,-3.096047130460801,-1.1074655327078418,-3.07786347943786,13.922178952867055,-6.514303438963816
-2.1830429505978186,-2.9568253409321303,-1.1382441675022203,-3.143006513827498,13.680263946942498,-5.532115714821001
-2.21261120400714,-2.8200227014627055,-1.1696742326404954,-3.1983276709757082,13.43000159852252,-4.612471168390068
-2.240811431021767,-2.6857226854774803,-1.2016575093502524,-3.244452382659609,13.16969575522135,-3.7540391098216577
-2.2676686578765417,-2.554025727925267,-1.2341020331768484,-3.281992773757825,12.89839719845548,-2.955251750410318
-2.293208915155794,-2.425041755940712,-1.2669219609144267,-3.3115452912619285,12.61578640630954,-2.2143026486890953
-2.317459332715201,-2.2988838918776167,-1.3000374138270459,-3.3336883177488197,12.32206424366718,-1.529160247011079
-2.340448171633977,-2.175663249440945,-1.3333742970045341,-3.3489799202189303,12.01785164697091,-0.8975930695628863
-2.3622048041283867,-2.055484732971236,-1.3668640962067233,-3.3579558509145593,11.704099043869203,-0.31720324763655233
-2.382759651458099,-1.938443742532544,-1.400443654715869,-3.3611278833909246,11.382005939181731,0.2145346615378612
-2.4021440888834245,-1.8246236831407268,-1.4340549335497783,-3.358982536775546,11.05295080678225,0.700232183676836
-2.420390325714832,-1.7140941750729042,-1.4676447589175339,-3.3519802149387776,10.718431158848473,1.1425449262631546
-2.4375312674655607,-1.6069098634844194,-1.5011645610669218,-3.340554765676146,10.380013427699875,1.544131769088348
-2.453600366100405,-1.5031097292074207,-1.5345701087236832,-3.3251134479852626,10.039292097694965,1.9076165169491819
-2.4686314633924793,-1.402716808230471,-1.5678212432035359,-3.3060372828157707,9.697857368957775,2.2355529018010136
-2.482658631474784,-1.3057382345408932,-1.6008816160316937,-3.2836817537977607,9.357270521464464,2.5303934972491713
-2.495716013820193,-1.2121655293262485,-1.6337184335696713,-3.2583778188252692,9.019046074955689,2.794462846426851
-2.507837669113455,-1.1219750685766916,-1.666302211757924,-3.230433190361001,8.684639802997133,3.0299349040587664
-2.519057419799222,-1.0351286705467202,-1.698606543661534,-3.200133841320413,8.355441652876472,3.23881475037127
-2.5294087065046895,-0.9515742540179555,-1.7306078820747381,-3.1677456938167,8.032772641077985,3.422924441700949
-2.538924449044869,-0.8712465276071756,-1.7622853390129052,-3.1335164493996905,7.717884831191864,3.583892812013031
-2.547636914320941,-0.7940676792952569,-1.7936205035069022,-3.0976775212795604,7.411963552321447,3.7231490222404404
-2.5555775911138934,-0.7199480437720425,-1.8245972787196978,-3.060446031057156,7.116131077299648,3.841919661443144
-2.5627770715516136,-0.648786732999046,-1.8552017390302693,-3.0220268344427246,6.83145104830875,3.941229226598245
-2.569264938881604,-0.5804722225159584,-1.8854220073746966,-2.982614542176742,6.558933010815573,4.021903838299392
-2.5750696611067636,-0.5148828924078027,-1.915248152796464,-2.942395503793748,6.2995364939400895,4.084578080575374
-2.5802184900308416,-0.45188752746840183,-1.9446721078344014,-2.901549722987994,6.054174155921338,4.12970487836039
-2.5847373653055254,-0.39134578590918845,-1.9736876050642813,-2.86025267420439,5.823713596957537,4.157568341163526
-2.5886508231646173,-0.3331086499396131,-2.0022901318063253,-2.818676990792755,5.608977528026247,4.168299503116599
-2.5919819096640135,-0.2770188746593506,-2.0304769017142528,-2.776993995761589,5.4107420725601765,4.161894876595801
-2.594752098410607,-0.22291145393374884,-2.0582468416718687,-2.735375046995631,5.229733066583931,4.1382377097778
-2.5969812129499443,-0.17061412326790953,-2.085600592141825,-2.693992669897853,5.066620309752538,4.097121800581377
-2.5986873541826236,-0.11994792017038416,-2.1125405188408033,-2.653021451892039,4.922009801453457,4.038277675063597
-2.5998868333843275,-0.0707278221558496,-2.139070733359724,-2.6126386751414032,4.796434068871829,3.961400893462397
-2.600594111605886,-0.022763481467131315,-2.165197120111138,-2.5730246662067793,4.6903407536190365,3.866182208304445
-2.600821746420557,0.02413992606905905,-2.190927366773206,-2.5343628441237347,4.604079666634093,3.752339272496224
-2.6005803471598665,0.07018072273539999,-2.216270995214443,-2.4968394513987726,4.537888545404713,3.6196495855339337
-2.5998785399325124,0.11555960818944713,-2.2412393897284306,-2.4606429555434333,4.491877753273586,3.4679843742105487
-2.598722943850618,0.16047838572218298,-2.265845819283865,-2.4259631118013276,4.466014151101073,3.2973431272719336
-2.5971181599933963,0.2051385272331937,-2.290105450401878,-2.392989680528608,4.460104354234824,3.107888532582939
-2.5950667747210643,0.24973957077554193,-2.314035347207164,-2.3619107952027787,4.473777574311007,2.8999815855194715
-2.592569379013309,0.294477346518652,-2.337654455159192,-2.332910979347584,4.506468251761606,2.6742166274717776
-2.5896246055481225,0.33954202903626807,-2.360983564952668,-2.3061688130728664,4.557398730188333,2.431456007588206
-2.5862291852577597,0.3851160163381514,-2.3840452530833964,-2.2818542529969843,4.625562328698027,2.172863910702272
-2.582378025094378,0.4313716396251317,-2.4068637956133663,-2.2601256138899615,4.709707352407293,1.8999386324777188
-2.5780643086981265,0.47846871314920464,-2.429465051752266,-2.2411262275651844,4.808322859092158,1.6145421885120803
-2.5732796215666345,0.5265519417401262,-2.451876314027918,-2.2249808056800635,4.919627375713607,1.3189256106071896
-2.5680141021492333,0.5757482154972623,-2.4741261220847184,-2.2117915495739915,5.041562220240156,1.0157476264608638
-2.562256619994261,0.6261638376996639,-2.496244037580458,-2.201634073309383,5.171791596408018,0.7080836871032476
-2.5559949816172645,0.677881753663744,-2.518260378313552,-2.19455323643835,5.307712126376666,0.3994215901877597
-2.5492161640806272,0.7309588749275107,-2.5402059106779356,-2.1905590205364724,5.446474868740428,0.0936393862742511
-2.5419065753313523,0.7854236236149149,-2.5621115008833004,-2.1896226266737298,5.585023003441215,-0.2050389628583425
-2.534052339095203,0.841273853649327,-2.5840077271500377,-2.191673016302313,5.720148093447885,-0.4921143578962053
-2.52563960055871,0.8984753345838059,-2.6059244573130607,-2.196594159881275,5.8485669976695265,-0.762912815164941
-2.516654847212872,0.9569610045605011,-2.6278903989118736,-2.2042232880329244,5.967019990528866,-1.0127161477652755
-2.5070852371672667,1.01663120446579,-2.6499326317922027,-2.2143504495105772,6.072388411184578,-1.2369209137181538
-2.4969189251226087,1.0773550885776357,-2.6720761362873087,-2.2267196586477587,6.1618273364367795,-1.4312195071837654
-2.4861453742368322,1.1389733619420035,-2.6943433328737862,-2.2410318537195963,6.232905652327545,-1.591792875144782
-2.474755640617412,1.201302418465279,-2.7167536514109822,-2.256949782471044,6.2837429914188,-1.7155002149895069
-2.462742616432759,1.264139848379467,-2.739323149235693,-2.2741047846209392,6.3131309451147715,-1.8000480428734855
-2.4501012179489643,1.3272711578306147,-2.7620641970819024,-2.292105265049674,6.320625403548406,-1.8441201332288109
-2.436828506370658,1.3904774118660987,-2.784985249732399,-2.3105464663819624,6.306598298872016,-1.8474516966375205
-2.422923732251997,1.4535433948548189,-2.8080907143962186,-2.3290209833483377,6.272240552358592,-1.8108359693855405
-2.408388298303449,1.5162658003784049,-2.831380924229702,-2.347129343042193,6.219513292573798,-1.7360586466060348
-2.393225640299665,1.5784609333041428,-2.854852217660124,-2.3644899295082533,6.151050591946914,-1.6257641568030403
-2.3774410309666236,1.639971439223612,-2.8784971169552063,-2.3807475710762835,6.070022930542988,-1.483266076476555
-2.3610413165743873,1.700671668529042,-2.902304592665969,-2.3955802318410493,5.979975191513791,-1.3123204200566603
-2.344034599889097,1.7604714204441798,-2.9262603949843795,-2.4087034360416157,5.884655372794761,-1.1168839221766798
-2.326429885684655,1.8193179741721275,-2.9503474293447955,-2.4198722752633826,5.787850036813424,-0.9008792906737538
-2.308236705942934,1.8771964745402618,-2.9745461520974295,-2.4288810681701203,5.69324006676076,-0.6679860899924617
-2.289464741197531,1.9341288752078694,-2.9988349627791306,-2.435560929070045,5.604286265773148,-0.4214703959815059
-2.2701234524454525,1.9901717378656008,-3.023190572069831,-2.43977563302986,5.524149655290838,-0.1640599324329174
-2.2502217350667966,2.045413234418509,-3.0475883284001295,-2.4414162323541895,5.455646890294978,0.10213471001462032
-2.2297676027226117,2.0999697033214586,-3.0720024907236714,-2.4403948852540434,5.401237663117552,0.3756570563740116
-2.208767905689397,2.153982079952634,-3.096406439576212,-2.4366383146903035,5.363038639677593,0.6557074191329068
-2.187228084889871,2.20761246634941,-3.120772822723115,-2.4300812404989744,5.3428573810855156,0.9421202402176103
-2.165151960226377,2.261041040160265,-3.145073635128105,-2.4206600380967984,5.34223964871819,1.2353251373396057
-2.142541549824774,2.314463436647447,-3.169280235509073,-2.4083067867234025,5.362524161286791,1.5362997253921908
-2.1193969154583,2.3680886782603148,-3.193363303376307,-2.3929437894694807,5.404899943023893,1.8465207433198225
-2.095716028675697,2.4221376776905537,-3.2172927412710015,-2.3744785820362826,5.470462596767553,2.167918270360136
-2.0714946518987913,2.476842303658229,-3.2410375270913643,-2.3527993993326812,5.560266955747629,2.502836123330354
-2.0467262288622092,2.5324449732157057,-3.264565521084691,-2.3277710380993777,5.675374493742406,2.854000036610777
-2.021401779130052,2.58919871815313,-3.287843231465685,-2.29923103773327,5.8168945504473974,3.2244939927468064
-1.9955097919485207,2.647367663657604,-3.3108355418430175,-2.266986097805802,5.986018847821215,3.6177440812951636
-1.9690361153119447,2.707227852135816,-3.3335054028210758,-2.23080865699285,6.184048949899394,4.03750846280309
-1.9419638367905865,2.76906834163481,-3.355813489391004,-2.190433572364819,6.412416279508259,4.487871329171379
-1.9142731533742383,2.8331925044298925,-3.3777178251146522,-2.1455548590731053,6.672694077077068,4.973238100011897
-1.8859412283299395,2.899919445200663,-3.3991733737053833,-2.095822478072986,6.966600290734701,5.498328397683118
-1.8569420338779328,2.96958544810801,-3.420131598486113,-2.0408391940961548,7.295989837810688,6.068162528944219
-1.8272461793968526,3.042545346486117,-3.440539990427075,-1.9801575688067126,7.66283398555183,6.688036206502012
-1.7968207259319915,3.1191736863416355,-3.460341566115142,-1.9132772067416925,8.069183772859535,7.363477022128224
-1.7656289890685752,3.1998655240702307,-3.479474338182559,-1.8396424365204103,8.517113452081487,8.100174710550654
-1.733630333827873,3.2850366585910455,-3.497870762547763,-1.7586406894149038,9.008638905919211,8.903875532672764
-1.7007799672419623,3.375123047650238,-3.515457169441912,-1.6696019340881763,9.545604959227438,9.780229228806745
-1.66702873676546,3.470579097242512,-3.532153188782794,-1.5717996418001088,10.129534584029498,10.734575108525863
-1.6323229457930348,3.571874443082807,-3.547871185200795,-1.46445389071485,10.761432395158703,11.771652247757448
